,sofifa_id,short_name,player_positions,overall_2020,overall,age,pace,shooting,passing,dribbling,defending,physic
8995,230888,A. O'Neill,CM,66,66,20,75,64,61,66,57,63
8996,231244,E. Reséndez,GK,66,66,23,0,0,0,0,0,0
8997,231354,M. Pantović,CD,66,66,22,67,57,61,69,33,57
8998,232136,F. Mayembo,DF,66,66,23,54,38,44,43,63,79
8999,232296,F. Moufi,LD,66,67,23,68,39,53,66,65,70
9000,233736,J. Ramírez,CM,66,66,21,64,59,65,67,53,59
9001,234222,Cho Young Wook,ST,66,66,20,82,62,59,65,29,63
9002,234983,Q. Laçi,CM,66,67,23,73,65,64,67,57,68
9003,235253,P. Kammerbauer,CM,66,66,22,66,48,65,70,62,67
9004,235269,S. Balaure,CI,66,66,23,81,51,60,66,42,63
9005,235536,F. Venegas,DF,66,66,20,57,45,54,58,66,67
9006,235925,G. Gómez,GK,66,66,23,0,0,0,0,0,0
9007,236585,You Ju An,ST,66,66,20,73,61,61,65,37,65
9008,236924,Bruno Wilson,DF,66,66,22,52,30,44,44,65,71
9009,237160,R. Williams,DF,66,66,20,75,34,48,53,65,75
9010,237198,A. Leautey,CD,66,66,23,85,54,62,67,29,48
9011,237721,A. Al Khaibari,CM,66,66,22,67,43,59,62,63,72
9012,237772,M. Verreth,CD,66,66,21,76,62,61,67,34,58
9013,239021,T. Bergmann,CM,66,66,22,66,60,69,59,59,71
9014,239571,T. Handwerker,LI,66,66,21,78,39,61,64,60,66
9015,239902,Gonçalo Agrelos,EI,66,66,21,74,55,62,70,53,61
9016,239946,J. Valadéz,DF,66,66,23,46,38,46,57,65,61
9017,240459,C. Ezeh,ED,66,66,21,72,59,63,68,31,53
9018,240663,M. Merentiel,ST,66,66,23,68,67,48,65,29,51
9019,242383,S. Lorenz,DF,66,66,22,72,32,51,51,64,70
9020,242427,A. Mora,DF,66,66,21,68,29,45,39,68,68
9021,244489,P. Chato,CM,66,67,22,71,46,56,62,65,77
9022,244546,F. Proia,CM,66,67,23,71,58,65,65,63,71
9023,246010,Álex Cobo,GK,66,66,23,0,0,0,0,0,0
9024,247665,Ruster,ED,66,66,22,79,61,58,70,27,65
9025,248105,V. Ghiță,DF,66,66,21,45,23,35,34,64,74
9026,251445,Samuel Dias,ED,66,66,19,69,71,55,69,30,49
9027,251531,D. Kerkez,DF,66,67,23,52,27,41,39,67,69
9028,252184,M. Biteghé,CM,66,66,22,70,45,60,67,63,65
9029,206562,L. Thompson,CM,66,67,24,64,50,63,65,65,70
9030,211785,B. Garuccio,LI,66,66,24,81,53,64,68,60,61
9031,213449,P. Stolarski,LD,66,66,23,88,51,61,64,57,66
9032,213642,J. Wilson,ST,66,66,23,73,65,57,65,26,58
9033,213835,J. Gammelby,LD,66,66,24,77,58,63,65,60,74
9034,215818,E. Hyndman,CM,66,66,23,65,59,68,72,55,48
9035,216540,W. Eskelinen,GK,66,66,22,0,0,0,0,0,0
9036,219951,A. Salétros,LI,66,65,23,66,56,66,63,60,67
9037,220072,G. Kitanov,GK,66,66,24,0,0,0,0,0,0
9038,223306,J. Jach,DF,66,66,25,54,45,50,55,64,73
9039,223925,A. Brunst,GK,66,66,23,0,0,0,0,0,0
9040,224198,K. Hafez,LI,66,66,23,78,39,59,64,65,67
9041,224302,M. Wieteska,DF,66,66,22,59,33,46,43,63,70
9042,224662,M. Multhaup,CD,66,66,22,86,54,61,71,39,55
9043,224774,H. Çinemre,DF,66,67,25,69,31,44,46,64,70
9044,224973,Arturo Molina,CM,66,66,23,68,62,62,71,52,55
9045,225574,A. Murillo,DF,66,66,23,52,39,45,42,65,71
9046,225734,C. Hamilton,ST,66,66,24,92,62,55,65,57,66
9047,225933,Erik,ST,66,67,24,80,66,49,71,22,47
9048,227599,D. Dianessy,CM,66,66,23,77,66,54,68,28,50
9049,227982,Jang Yun Ho,CM,66,65,22,58,55,63,62,56,67
9050,228007,Lee Yeong Jae,CM,66,66,24,74,60,61,65,55,52
9051,228058,L. Gugganig,CM,66,68,24,58,52,53,54,68,75
9052,228809,A. Doffo,CM,66,66,24,71,57,66,67,28,45
9053,229175,N. Kijewski,LI,66,66,23,75,38,60,67,63,64
9054,229477,M. Bähre,CM,66,66,23,72,60,65,68,37,56
9055,229873,A. Munksgaard,LD,66,66,21,76,41,58,64,63,69
9056,230995,S. Sarr,CM,66,67,23,62,61,61,61,63,86
9057,231103,B. Konaté,CM,66,66,23,64,47,59,64,63,63
9058,234740,M. El Hankouri,CI,66,66,22,79,60,61,73,32,49
9059,234760,A. Reca,LI,66,67,24,80,57,63,69,62,66
9060,235398,Jean Carlos,CM,66,66,23,76,56,66,67,38,60
9061,235590,P. Sisniega,GK,66,66,23,0,0,0,0,0,0
9062,236367,K. Mohammed,DF,66,66,23,70,33,44,59,65,67
9063,236447,R. Peña,ST,66,66,22,66,63,46,64,22,66
9064,236474,M. Bundu,ED,66,66,22,85,62,57,68,42,68
9065,236943,A. Chalá,LI,66,66,23,95,46,54,57,63,65
9066,237758,K. Matsubara,LI,66,65,22,75,57,58,65,60,70
9067,238475,O. Verdon,DF,66,66,23,51,29,39,39,67,73
9068,239660,L. Angulo,CM,66,66,23,67,62,58,66,58,75
9069,239849,C. Boukholda,CM,66,66,23,51,55,69,67,37,53
9070,240795,Rodrigão,DF,66,66,23,60,31,46,39,64,76
9071,240914,E. Eze,ST,66,66,22,80,62,51,64,26,68
9072,241089,C. Bayala,CD,66,66,23,81,60,58,65,33,63
9073,242021,Y. Nazaryna,CM,66,66,21,69,57,67,67,58,64
9074,242116,M. Etuin,CM,66,66,23,69,56,69,66,57,48
9075,242181,Neto Borges,LI,66,66,22,71,49,61,68,62,72
9076,242312,A. Adam,ST,66,66,24,75,66,48,65,19,62
9077,243456,B. White,ST,66,66,23,76,63,51,66,48,68
9078,244391,F. Sakala,ST,66,66,22,86,67,53,61,29,66
9079,244655,G. Whyte,CD,66,66,23,81,58,58,68,30,41
9080,244751,S. Coulibaly,DF,66,66,24,53,38,45,49,65,70
9081,245242,D. Todorović,LD,66,66,22,71,52,59,66,62,64
9082,245748,S. Lawson,CM,66,66,24,79,50,61,67,63,70
9083,246844,Carlos Neva,LI,66,66,23,73,43,54,63,65,56
9084,248565,Cristian Cedrés,CD,66,66,23,81,65,60,69,32,50
9085,251154,F. Pons,ST,66,66,23,64,67,46,59,34,70
9086,251941,T. Štrkalj,ST,66,66,22,56,69,44,61,20,54
9087,252014,H. Bockhorn,LD,66,67,24,77,61,56,67,60,67
9088,252168,M. Brizuela,DF,66,66,22,57,30,45,46,66,67
9089,252692,S. Nicholson,ST,66,66,22,68,70,56,61,22,70
9090,204324,M. Kennedy,CI,66,66,24,83,59,60,69,47,62
9091,208999,D. Wright,CD,66,66,24,76,57,59,71,51,68
9092,209264,B. Finne,CI,66,66,24,77,64,56,70,23,60
9093,210046,K. Sadlier,CI,66,66,24,74,67,63,68,38,65
9094,212287,A. Maxsø,DF,66,67,25,50,44,49,46,64,75
9095,212493,S. Kaikai,CI,66,66,23,79,63,62,71,28,51
9096,212821,D. Seys,ED,66,66,22,80,60,61,70,34,62
9097,212997,E. Zejnullahu,CM,66,66,24,71,58,64,69,61,62
9098,213147,J. Allen,CM,66,67,24,77,51,65,62,64,73
9099,213407,M. Macey,GK,66,66,24,0,0,0,0,0,0
9100,213659,F. Dabo,LD,66,66,23,70,45,55,61,64,75
9101,213815,M. Uhre,ST,66,66,24,84,64,47,64,34,71
9102,215756,S. McQueen,LI,66,66,24,68,48,62,70,64,65
9103,216981,G. Kastaneer,CI,66,67,23,82,62,51,71,33,70
9104,222215,P. Strand,EI,66,67,24,85,63,65,67,58,72
9105,222411,J. Prior,GK,66,66,23,0,0,0,0,0,0
9106,222484,D. Mesenhöler,GK,66,66,23,0,0,0,0,0,0
9107,225531,D. Van den Buijs,DF,66,67,23,65,40,62,51,66,67
9108,226697,M. Laínez,EI,66,66,23,76,60,61,71,55,61
9109,228870,B. Straalman,DF,66,66,22,60,29,51,52,65,70
9110,229118,J. Smeets,CM,66,67,24,65,53,63,65,64,68
9111,229285,D. Gnaase,CM,66,66,22,76,53,61,67,60,72
9112,229588,R. Zambrano,CM,66,66,24,73,56,68,70,60,64
9113,229854,R. González,CD,66,66,24,81,49,60,68,32,46
9114,229923,S. Stolze,CM,66,66,24,78,62,56,72,29,53
9115,230638,J. Vásquez,CD,66,66,24,79,64,60,68,23,71
9116,232713,D. Sappa,GK,66,66,24,0,0,0,0,0,0
9117,232849,R. Ogawa,LI,66,66,22,76,47,57,58,61,74
9118,233434,Carlos Fortes,ST,66,66,24,68,63,48,65,31,75
9119,233642,A. Laïdouni,CM,66,66,22,67,50,60,67,61,64
9120,234984,M. Janković,CM,66,66,23,73,60,62,67,38,51
9121,236877,Bruno Leite,CM,66,66,24,71,51,62,66,60,66
9122,237376,Juanjo Nieto,LD,66,66,24,73,45,58,64,63,61
9123,238354,Ha Chang Rae,DF,66,66,24,55,25,41,47,65,70
9124,238647,M. Schröter,CD,66,66,23,86,55,63,61,61,66
9125,239095,J. Schryvers,LD,66,66,22,68,38,62,62,63,65
9126,240156,L. Marseiler,CI,66,66,22,81,57,58,69,34,58
9127,240166,N. Mihajlović,EI,66,66,23,77,62,64,69,30,60
9128,241032,S. Diarra,CD,66,67,24,66,56,62,69,65,67
9129,242486,A. Succar,ST,66,66,23,76,66,53,62,26,66
9130,244252,Y. Roche,DF,66,65,21,62,31,42,48,64,72
9131,244418,João Lopes,GK,66,66,23,0,0,0,0,0,0
9132,244993,I. Sankhon,DF,66,66,23,72,51,64,67,63,72
9133,245792,E. Grezda,EI,66,67,24,88,56,60,70,32,55
9134,248004,A. Chindriș,DF,66,65,20,61,27,38,52,64,71
9135,250817,Gabriel Souza,GK,66,65,22,0,0,0,0,0,0
9136,251914,Simón Moreno,ST,66,66,21,76,66,49,63,21,53
9137,198285,L. Nicholls,GK,66,67,26,0,0,0,0,0,0
9138,199890,N. Lavanchy,LD,66,66,25,80,60,61,66,59,63
9139,200840,C. Nelson,DF,66,66,26,70,36,51,56,62,82
9140,202259,M. Ødegaard,DF,66,67,26,59,27,50,52,67,71
9141,204849,M. Bueno,ST,66,66,25,72,63,58,65,35,71
9142,205321,J. Naismith,LD,66,67,25,79,47,59,61,61,78
9143,205759,D. Stojanović,GK,66,66,25,0,0,0,0,0,0
9144,205961,Alex Gorrín,CM,66,66,25,60,45,63,66,63,61
9145,206469,T. Fountas,ST,66,67,23,84,62,63,71,44,48
9146,207429,D. Samuel,ST,66,66,25,75,63,52,67,37,69
9147,208480,Zhou Dingyang,CM,66,66,25,65,60,60,63,61,72
9148,208513,A. Guido,CM,66,66,25,66,61,65,67,52,56
9149,209490,N. Melissas,GK,66,66,26,0,0,0,0,0,0
9150,210108,E. Lee,CM,66,66,24,72,65,62,66,41,63
9151,210347,I. Lučić,GK,66,66,24,0,0,0,0,0,0
9152,211067,D. Del Fabro,DF,66,66,24,60,34,38,48,67,71
9153,211173,S. Al Shehri,ST,66,67,25,64,65,45,62,23,70
9154,211228,M. Palmer,CM,66,67,24,69,60,66,65,61,66
9155,211901,L. Hufnagel,CM,66,67,25,73,55,63,71,51,57
9156,211928,D. Gape,CM,66,66,24,67,57,64,65,63,73
9157,213090,T. Al Absi,DF,66,67,26,57,25,38,47,66,73
9158,213543,K. Pedersen,DF,66,67,26,58,36,49,50,66,73
9159,214271,A. Salazar,GK,66,66,26,0,0,0,0,0,0
9160,214280,L. Pavez Muñoz,LI,66,66,23,81,50,55,61,61,66
9161,214661,G. Iñíguez,CM,66,67,25,66,53,65,68,62,67
9162,215817,D. Islamovic,ST,66,66,25,50,69,57,62,29,72
9163,216485,A. Tshibola,CM,66,67,24,66,56,65,69,62,71
9164,216730,S. Gregersen,DF,66,66,24,68,44,46,41,64,75
9165,216815,Flávio,DF,66,66,25,42,29,38,43,63,78
9166,217277,Ángel Galván,GK,66,66,26,0,0,0,0,0,0
9167,219569,C. Omoigui,ST,66,66,24,87,64,48,66,24,66
9168,220566,D. Camara,ST,66,66,24,75,62,55,67,36,66
9169,220600,A. Lundqvist,LI,66,66,25,69,52,64,62,63,57
9170,221053,E. Gómez,LI,66,66,25,76,52,61,69,59,70
9171,222080,H. Zapata,CD,66,66,24,77,58,59,69,41,66
9172,222222,S. Filip,LI,66,66,25,72,50,58,58,61,79
9173,223499,M. Asenjo,ST,66,66,24,58,68,39,65,38,69
9174,223568,G. Zajkov,DF,66,66,24,45,24,47,45,67,64
9175,223652,S. Ernst,CM,66,66,24,74,54,62,71,50,59
9176,224095,N. Mbemba,CM,66,66,24,66,59,64,67,60,65
9177,224121,A. Capello,ST,66,66,23,77,64,57,63,30,61
9178,224324,O. Zawada,ST,66,66,23,74,64,48,60,26,68
9179,224690,Li Ang,DF,66,66,25,55,56,57,58,63,77
9180,225564,M. Frey,CM,66,67,23,60,48,59,63,66,66
9181,225654,J. Düker,MP,66,66,23,66,60,57,70,28,67
9182,225798,B. Çamoğlu,CD,66,66,22,83,35,59,70,54,54
9183,226259,L. Andrenacci,GK,66,66,24,0,0,0,0,0,0
9184,226517,H. Hajradinović,CM,66,67,25,76,65,65,67,45,66
9185,227594,J. Obrian,CD,66,66,24,87,62,58,65,19,63
9186,227894,A. Soto,LD,66,67,24,57,60,55,61,68,72
9187,229655,Alberto Varo,GK,66,66,26,0,0,0,0,0,0
9188,231105,A. Olliero,GK,66,66,23,0,0,0,0,0,0
9189,232586,K. Koizumi,LD,66,66,24,78,48,54,55,63,66
9190,232760,P. Diaw,DF,66,66,24,76,26,32,42,64,78
9191,233544,K. Malinov,CM,66,66,25,74,49,57,60,64,55
9192,234093,T. Szántó,CM,66,66,23,69,62,62,68,61,70
9193,234534,S. N'Guessan,CM,66,66,24,65,55,60,68,57,54
9194,237147,J. Chaverra,GK,66,66,26,0,0,0,0,0,0
9195,237742,K. Fukai,CM,66,66,24,67,51,63,69,58,71
9196,238642,J. Nietfeld,ST,66,66,25,68,64,48,64,23,61
9197,240312,I. Paro,DF,66,66,24,66,30,56,49,65,69
9198,243533,M. Hamdy,DF,66,67,24,68,40,40,46,68,65
9199,244516,Gustavo Cascardo,LD,66,66,22,82,45,56,67,62,60
9200,244941,M. Fischer,CM,66,66,23,73,62,63,67,38,53
9201,245219,Juan Hernández,CD,66,66,24,63,62,62,66,24,46
9202,247010,Robinho,CI,66,66,24,84,55,59,72,36,52
9203,247218,V. Bondarenko,DF,66,66,25,54,30,32,45,65,79
9204,247911,M. Căpățînă,CD,66,65,23,70,54,62,65,25,53
9205,251642,Manu Sánchez,LD,66,66,23,73,34,52,61,64,60
9206,252425,B. Mladenovic,EI,66,66,23,74,64,59,69,28,59
9207,183544,G. Burke,CM,66,66,25,61,67,62,67,26,58
9208,199321,T. Holý,GK,66,66,27,0,0,0,0,0,0
9209,204219,A. Jackson,DF,66,66,25,51,30,41,53,65,65
9210,204842,Y. Brecher,GK,66,66,26,0,0,0,0,0,0
9211,205386,G. Hubert,GK,66,66,25,0,0,0,0,0,0
9212,206065,S. Sluga,GK,66,66,26,0,0,0,0,0,0
9213,209210,A. Grant,DF,66,66,25,41,33,39,39,66,74
9214,210005,C. Martschinko,LI,66,66,25,80,54,56,68,63,73
9215,210029,J. Rafferty,LD,66,66,25,76,34,59,62,63,68
9216,210110,Derik,CM,66,67,26,69,42,57,61,64,72
9217,210494,M. Schmerböck,ST,66,66,25,76,64,60,68,33,62
9218,210772,P. Drewes,GK,66,66,26,0,0,0,0,0,0
9219,211238,L. Kassi,CM,66,66,24,76,61,64,67,55,63
9220,212120,M. Heylen,DF,66,67,25,49,37,55,46,66,69
9221,212485,D. Bakker,CM,66,66,24,59,55,63,66,64,69
9222,213314,Ham Seok Min,GK,66,66,25,0,0,0,0,0,0
9223,213693,J. Rothwell,CI,66,66,24,70,57,64,71,56,60
9224,213982,C. Mancilla,DF,66,66,26,65,43,41,51,65,73
9225,216535,J. Bandowski,LI,66,66,25,87,57,58,63,59,68
9226,217332,E. Monthe,DF,66,66,24,65,40,47,49,63,78
9227,219414,I. Alba,LD,66,66,24,76,64,62,64,60,70
9228,219566,F. Friday,ST,66,66,24,73,64,48,66,27,74
9229,219861,C. Flórez,LI,66,66,24,69,43,59,53,65,73
9230,220030,G. Paquiez,LI,66,66,25,71,43,60,58,64,68
9231,220191,Marcelo Djaló,DF,66,67,25,41,30,30,42,65,74
9232,220558,J. von Haacke,CM,66,66,25,56,54,66,66,57,64
9233,221383,Ryu Seung Woo,CM,66,66,25,78,60,57,69,44,46
9234,221468,Son Jeong Hyeon,GK,66,66,27,0,0,0,0,0,0
9235,221801,Liao Lisheng,CM,66,67,26,67,59,67,64,65,61
9236,221907,B. Ould-Chikh,ED,66,65,21,74,61,58,74,27,44
9237,221985,N. Datković,DF,66,66,26,51,18,36,35,64,75
9238,222286,G. Lloris,DF,66,66,23,46,36,49,50,66,67
9239,222734,Kang Sang Woo,LI,66,66,25,79,60,59,65,64,55
9240,223880,P. Lemonnier,DF,66,66,25,60,28,40,49,66,70
9241,224009,E. Ekpolo,LD,66,66,24,76,37,57,64,61,78
9242,224592,F. Perucchini,GK,66,66,27,0,0,0,0,0,0
9243,224633,He Guan,DF,66,66,26,59,30,38,37,68,69
9244,224996,F. Belli,LD,66,66,25,79,34,53,57,62,63
9245,225316,J. Hendry,DF,66,67,24,71,33,51,61,64,73
9246,226122,J. Arias,ST,66,66,24,60,66,47,59,27,75
9247,226953,J. Da Silva,GK,66,66,27,0,0,0,0,0,0
9248,228682,R. Rebolledo,LD,66,66,22,73,26,54,64,63,65
9249,229036,S. Reese,DF,66,66,25,56,37,49,49,66,66
9250,229623,Hugo Gomes,DF,66,66,24,58,28,45,42,65,70
9251,229917,A. Gasbarro,LI,66,66,24,72,31,48,62,62,74
9252,230776,Jesiel,DF,66,67,25,54,30,44,43,67,69
9253,231500,D. Widgren,LI,66,66,25,68,45,67,63,62,65
9254,231664,J. Aguirre,GK,66,67,27,0,0,0,0,0,0
9255,232377,T. Sekine,CD,66,66,24,76,53,60,67,31,52
9256,232388,Vitor Costa,LI,66,66,25,71,56,60,64,63,66
9257,232431,L. Crepulja,CM,66,66,25,66,57,62,66,62,69
9258,232461,Kim Min Tae,DF,66,66,25,71,35,58,54,64,74
9259,232527,D. Schmidt,DF,66,66,26,65,37,41,53,66,70
9260,233141,T. Hasegawa,CM,66,66,25,88,57,58,75,29,48
9261,234418,P. Kurzweg,LI,66,66,25,82,47,64,66,57,71
9262,235135,H. Balic,CI,66,65,23,73,61,62,64,28,58
9263,235225,Pité,LI,66,66,24,58,52,60,68,65,68
9264,235971,Pablo Larrea,CM,66,66,25,60,58,63,66,61,60
9265,237460,V. Kovačević,DF,66,66,26,54,24,42,38,65,71
9266,238489,T. Boss,GK,66,66,26,0,0,0,0,0,0
9267,238694,L. Röser,ST,66,66,25,73,66,54,65,32,69
9268,240680,A. Absalem,LI,66,66,22,75,34,49,64,65,62
9269,244315,B. Boulahroud,CM,66,66,26,71,58,64,65,64,59
9270,244648,M. Barać,DF,66,66,24,57,49,51,51,63,78
9271,247068,R. Yaslam,CI,66,66,24,80,55,61,69,30,44
9272,250868,R. Boissier,CM,66,66,25,65,59,66,64,61,66
9273,252086,Son,LD,66,66,25,69,46,57,66,65,60
9274,252284,Simão Bertelli,GK,66,66,25,0,0,0,0,0,0
9275,163757,J. Walsh,DF,66,67,27,66,39,53,52,64,72
9276,186508,A. Østbø,GK,66,67,28,0,0,0,0,0,0
9277,192500,E. Barli,GK,66,66,27,0,0,0,0,0,0
9278,199002,M. Amini,CM,66,66,26,63,59,62,68,55,71
9279,201038,M. Djuricin,ST,66,67,26,81,64,55,67,26,62
9280,201401,Campabadal,LD,66,67,26,71,40,53,61,65,67
9281,202204,K. Haraldseid,LD,66,66,25,73,53,61,64,62,72
9282,202322,N. Næss,DF,66,66,26,55,52,62,56,64,73
9283,202422,A. Woodyard,CM,66,68,26,66,50,64,65,66,74
9284,202977,Lee Jong Sung,DF,66,66,26,57,54,60,61,64,75
9285,203137,R. Jansson,DF,66,66,27,58,28,53,56,65,68
9286,203348,S. Carruthers,CM,66,66,26,73,55,64,68,55,59
9287,203811,D. Skhirtladze,MP,66,67,26,72,61,62,69,29,69
9288,204217,C. Wyke,ST,66,66,26,60,64,45,64,28,76
9289,204882,R. Williams,CD,66,66,25,78,56,60,69,25,63
9290,205491,J. Espericueta,CM,66,66,24,62,63,71,69,50,54
9291,205582,A. Forde,CD,66,66,25,73,60,63,67,32,62
9292,205586,I. Vassell,ST,66,66,25,84,63,50,64,33,72
9293,205589,C. Thompson,CM,66,67,25,83,54,61,67,64,79
9294,205593,M. Chacón,CM,66,65,25,72,48,60,66,60,68
9295,206139,Y. Mbone,DF,66,66,26,51,49,57,58,64,75
9296,206492,A. Sané,ST,66,66,26,71,66,58,65,26,55
9297,207754,K. Mayi,ST,66,67,26,80,61,53,70,24,64
9298,207824,T. Vion,LD,66,66,25,66,60,62,63,62,73
9299,208370,E. Zenga,CM,66,67,26,61,52,65,69,60,65
9300,208614,A. Uryga,DF,66,66,25,37,47,55,56,64,75
9301,208812,M. Benning,LI,66,65,25,74,60,62,64,60,72
9302,210020,P. Weihrauch,CM,66,67,25,77,58,62,74,54,62
9303,210646,A. Rømer,CM,66,67,25,71,44,64,64,64,78
9304,211089,T. Peyre,DF,66,67,26,64,34,50,50,66,70
9305,211195,L. Woudenberg,LI,66,66,25,68,36,57,59,61,74
9306,211227,M. Kopczyński,DF,66,67,27,60,48,59,62,64,67
9307,212939,D. Douline,CM,66,66,26,51,52,56,58,65,68
9308,213557,João Pedro,CM,66,66,26,67,64,61,66,63,68
9309,213646,Miguel Oliveira,GK,66,66,25,0,0,0,0,0,0
9310,214016,H. Mojica,CM,66,66,26,87,59,66,68,36,58
9311,214019,D. Giraldo,CM,66,66,27,70,46,61,61,63,73
9312,214124,E. Castañeda,DF,66,66,26,55,50,43,39,65,67
9313,214383,H. Obando,LD,66,66,26,88,32,52,58,63,75
9314,215279,T. Albutat,CM,66,67,26,65,53,57,60,65,73
9315,215370,M. Hofmann,DF,66,66,25,64,39,49,47,65,71
9316,216154,J. Elsey,DF,66,66,25,54,24,42,48,65,75
9317,220593,J. Brondeel,GK,66,66,25,0,0,0,0,0,0
9318,220943,K. Vassell,ST,66,66,26,79,65,47,62,34,69
9319,221475,Lee Chan Dong,CM,66,67,26,58,58,62,62,68,78
9320,221493,Woo Ju Sung,LD,66,67,26,63,47,55,58,64,75
9321,221574,W. de la Rosa,ST,66,67,26,86,64,50,70,28,46
9322,221700,No Dong Geon,GK,66,66,27,0,0,0,0,0,0
9323,221972,Sun Jie,DF,66,67,27,43,40,51,56,64,79
9324,223082,W. Norris,GK,66,66,25,0,0,0,0,0,0
9325,223369,M. Ballmert,LD,66,66,25,71,38,51,62,65,68
9326,223569,Nuha,ST,66,66,26,72,66,51,61,27,67
9327,224094,J. Bachmann,CM,66,66,23,52,45,56,55,66,79
9328,224115,Ricardinho,LD,66,66,25,75,55,58,61,63,58
9329,224624,Fu Huan,LD,66,66,25,75,32,61,62,61,64
9330,226721,G. Alcalá,GK,66,66,26,0,0,0,0,0,0
9331,227656,D. Milinković,CI,66,66,25,76,56,62,68,25,54
9332,227705,A. Empereur,DF,66,66,25,64,28,48,48,67,68
9333,227868,C. Dieng,CI,66,66,25,87,52,60,67,28,52
9334,228627,A. Al Obaid,LI,66,67,26,78,59,64,64,59,69
9335,232162,S. Ugarković,CM,66,66,24,71,45,58,65,64,72
9336,232573,K. Matsubara,LD,66,67,26,71,49,59,62,61,70
9337,232581,Eduardo,DF,66,66,26,60,33,44,50,63,80
9338,233401,A. Sigurðarson,CI,66,66,25,80,62,61,67,36,56
9339,233457,Jang Ho Ik,CD,66,66,25,82,50,58,65,61,75
9340,235128,N. Maná,ED,66,66,25,80,63,56,69,29,64
9341,235579,M. Massop,LI,66,66,25,63,33,53,62,66,68
9342,237649,A. Villete,GK,66,67,28,0,0,0,0,0,0
9343,238005,J. Żubrowski,CM,66,66,27,53,48,62,63,62,71
9344,238796,N. Rajsel,MP,66,67,26,67,66,65,68,34,57
9345,239752,S. Schäfer,DF,66,66,25,62,27,45,47,65,70
9346,239768,A. Czerwiński,LD,66,67,26,79,41,58,64,63,68
9347,240963,J. García,ST,66,66,26,65,65,45,63,31,70
9348,242533,J. Cascante,DF,66,66,25,53,37,44,48,64,70
9349,242672,L. Ćirković,DF,66,66,26,68,32,46,43,65,71
9350,242704,Luis Felipe,CM,66,65,23,60,45,57,60,63,68
9351,242995,J. Mora,LI,66,67,26,78,47,56,66,63,63
9352,243581,S. Guri,ST,66,66,25,58,68,57,60,31,67
9353,243985,Manu García,GK,66,67,28,0,0,0,0,0,0
9354,244117,E. Vandenabeele,DF,66,67,27,58,38,43,46,65,71
9355,245263,A. Stephens,ST,66,66,24,71,66,56,70,19,53
9356,246687,L. Paiva,CD,66,66,25,67,68,64,68,31,36
9357,246857,O. Abdeldjelil,ST,66,66,26,67,66,49,61,25,68
9358,247910,A. Răuță,CM,66,67,27,58,35,56,51,64,72
9359,251194,T. Tlolane,LI,66,65,24,69,26,57,64,62,60
9360,251250,L. Parisi,ST,66,66,25,82,63,52,72,32,56
9361,252121,M. Da Luz,ED,66,66,24,82,64,57,67,30,49
9362,252443,A. Šimunec,DF,66,66,24,61,33,38,37,67,71
9363,252723,Ernesto,CI,66,66,24,76,65,62,65,28,49
9364,191153,R. Sandberg,GK,66,67,28,0,0,0,0,0,0
9365,196316,B. Maubleu,GK,66,67,29,0,0,0,0,0,0
9366,199010,A. Boyle,DF,66,67,28,54,37,51,49,65,75
9367,200812,M. Ehmer,DF,66,67,27,62,53,54,60,66,71
9368,201112,J. Słowik,GK,66,66,27,0,0,0,0,0,0
9369,201815,J. Riedel,DF,66,67,27,74,36,53,63,65,69
9370,202131,J. Cousins,CM,66,66,25,75,55,59,66,60,71
9371,202459,J. Drost,CM,66,66,26,71,62,64,67,47,68
9372,202978,Min Sang Gi,DF,66,67,27,79,38,38,48,63,79
9373,203264,S. Wootton,DF,66,66,27,50,24,50,55,66,70
9374,204316,Pak Kwang Ryong,ST,66,66,26,67,64,56,59,43,76
9375,205072,D. Pedersen,CM,66,66,26,69,45,61,60,63,73
9376,205288,Fernando,GK,66,67,29,0,0,0,0,0,0
9377,205460,C. Schoppenhauer,DF,66,67,27,49,21,37,41,67,69
9378,206074,M. Fornasier,DF,66,66,25,57,18,34,46,67,65
9379,207499,T. Boere,ST,66,66,26,66,67,52,60,31,74
9380,208989,F. Ladapo,ST,66,66,26,81,64,45,65,25,71
9381,209722,Marquinhos Pedroso,LI,66,66,25,77,33,61,67,60,72
9382,211395,A. Al Salem,ST,66,66,26,64,65,60,66,54,68
9383,211422,I. Bulos,ST,66,66,26,54,65,50,61,25,70
9384,211793,J. Donachie,DF,66,66,26,68,32,48,43,65,72
9385,211874,S. Scherder,DF,66,66,26,61,39,48,41,64,66
9386,212451,Luís Rocha,LI,66,67,26,73,60,67,68,62,66
9387,214583,C. Vargas,GK,66,67,29,0,0,0,0,0,0
9388,214659,N. Freire,DF,66,66,25,53,29,37,48,64,73
9389,215822,X. Schenk,DF,66,66,26,61,45,60,59,62,76
9390,216517,D. Rienstra,CM,66,66,26,66,54,63,65,62,64
9391,216750,P. Carlgren,GK,66,66,27,0,0,0,0,0,0
9392,220491,E. Gyasi,ED,66,66,25,77,56,58,73,20,65
9393,221239,J. Sánchez,CM,66,67,26,70,59,64,61,63,74
9394,221253,C. Giraldo,GK,66,67,29,0,0,0,0,0,0
9395,221828,A. Bušuladžić,CM,66,66,27,72,59,61,64,61,79
9396,222660,Hwang Hyun Soo,DF,66,66,23,61,43,34,39,65,70
9397,223673,M. Wostry,DF,66,66,26,44,39,44,43,65,72
